TRAIN_NUMBER,STATION_CODE,DIVISION_CODE,ZONE_CODE,PF_NUMBER
22910,BPL,BPL,WCR,4
11071,CAER,BPL,WCR,1
11072,CAER,BPL,WCR,2
13201,CAER,BPL,WCR,3
13202,CAER,BPL,WCR,1
15017,CAER,BPL,WCR,1
15018,CAER,BPL,WCR,3
01053,ET,BPL,WCR,5
01054,ET,BPL,WCR,7
01143,ET,BPL,WCR,6
01144,ET,BPL,WCR,6
01665,ET,BPL,WCR,2
01666,ET,BPL,WCR,2
01667,ET,BPL,WCR,5
01668,ET,BPL,WCR,3
01703,ET,BPL,WCR,2
01704,ET,BPL,WCR,3
02187,ET,BPL,WCR,7
02188,ET,BPL,WCR,5
03213,ET,BPL,WCR,7
03214,ET,BPL,WCR,6
03241,ET,BPL,WCR,6
03242,ET,BPL,WCR,4
03247,ET,BPL,WCR,6
03248,ET,BPL,WCR,4
03251,ET,BPL,WCR,7
03252,ET,BPL,WCR,3
03259,ET,BPL,WCR,7
03260,ET,BPL,WCR,3
03417,ET,BPL,WCR,6
03418,ET,BPL,WCR,5
03679,ET,BPL,WCR,6
03680,ET,BPL,WCR,6
04115,ET,BPL,WCR,7
04116,ET,BPL,WCR,4
04131,ET,BPL,WCR,6
04132,ET,BPL,WCR,6
04151,ET,BPL,WCR,4
04152,ET,BPL,WCR,5
05289,ET,BPL,WCR,5
05289,ET,BPL,WCR,7
05290,ET,BPL,WCR,5
05290,ET,BPL,WCR,6
05293,ET,BPL,WCR,4
05294,ET,BPL,WCR,6
05557,ET,BPL,WCR,7
05558,ET,BPL,WCR,5
05585,ET,BPL,WCR,7
05586,ET,BPL,WCR,4
06509,ET,BPL,WCR,5
06510,ET,BPL,WCR,6
06563,ET,BPL,WCR,5
06564,ET,BPL,WCR,7
07007,ET,BPL,WCR,6
07008,ET,BPL,WCR,7
07021,ET,BPL,WCR,5
07021,ET,BPL,WCR,6
07022,ET,BPL,WCR,6
07022,ET,BPL,WCR,7
07419,ET,BPL,WCR,4
07420,ET,BPL,WCR,7
07651,ET,BPL,WCR,6
07652,ET,BPL,WCR,7
09029,ET,BPL,WCR,6
09030,ET,BPL,WCR,7
09033,ET,BPL,WCR,5
09034,ET,BPL,WCR,5
09065,ET,BPL,WCR,6
09066,ET,BPL,WCR,6
11015,ET,BPL,WCR,4
11016,ET,BPL,WCR,3
11016,ET,BPL,WCR,4
11033,ET,BPL,WCR,5
11034,ET,BPL,WCR,5
11037,ET,BPL,WCR,5
11038,ET,BPL,WCR,7
11045,ET,BPL,WCR,6
11046,ET,BPL,WCR,5
11055,ET,BPL,WCR,6
11056,ET,BPL,WCR,7
11059,ET,BPL,WCR,6
11060,ET,BPL,WCR,7
11061,ET,BPL,WCR,4
11062,ET,BPL,WCR,6
11071,ET,BPL,WCR,1
11072,ET,BPL,WCR,2
11271,ET,BPL,WCR,6
11272,ET,BPL,WCR,7
11273,ET,BPL,WCR,6
11274,ET,BPL,WCR,6
11427,ET,BPL,WCR,6
11428,ET,BPL,WCR,7
12141,ET,BPL,WCR,5
12142,ET,BPL,WCR,6
12149,ET,BPL,WCR,4
12150,ET,BPL,WCR,5
12165,ET,BPL,WCR,6
12166,ET,BPL,WCR,6
12167,ET,BPL,WCR,4
12168,ET,BPL,WCR,6
12293,ET,BPL,WCR,5
12294,ET,BPL,WCR,7
12295,ET,BPL,WCR,6
12296,ET,BPL,WCR,7
12321,ET,BPL,WCR,7
12322,ET,BPL,WCR,4
12335,ET,BPL,WCR,7
12336,ET,BPL,WCR,6
12361,ET,BPL,WCR,5
12362,ET,BPL,WCR,4
12519,ET,BPL,WCR,6
12520,ET,BPL,WCR,5
12539,ET,BPL,WCR,6
12540,ET,BPL,WCR,6
12545,ET,BPL,WCR,5
12546,ET,BPL,WCR,5
12577,ET,BPL,WCR,5
12578,ET,BPL,WCR,6
12669,ET,BPL,WCR,5
12670,ET,BPL,WCR,7
12741,ET,BPL,WCR,5
12742,ET,BPL,WCR,7
12791,ET,BPL,WCR,6
12792,ET,BPL,WCR,7
13201,ET,BPL,WCR,7
13202,ET,BPL,WCR,5
15017,ET,BPL,WCR,5
15018,ET,BPL,WCR,6
15181,ET,BPL,WCR,4
15182,ET,BPL,WCR,4
15647,ET,BPL,WCR,5
15648,ET,BPL,WCR,7
15945,ET,BPL,WCR,5
15946,ET,BPL,WCR,7
16601,ET,BPL,WCR,6
16602,ET,BPL,WCR,7
17323,ET,BPL,WCR,5
17324,ET,BPL,WCR,6
17609,ET,BPL,WCR,5
17610,ET,BPL,WCR,5
18233,ET,BPL,WCR,3
18234,ET,BPL,WCR,4
18609,ET,BPL,WCR,5
18610,ET,BPL,WCR,5
19045,ET,BPL,WCR,6
19046,ET,BPL,WCR,6
19051,ET,BPL,WCR,6
19052,ET,BPL,WCR,7
20173,ET,BPL,WCR,4
20174,ET,BPL,WCR,4
20903,ET,BPL,WCR,6
20904,ET,BPL,WCR,7
20905,ET,BPL,WCR,6
20906,ET,BPL,WCR,6
20929,ET,BPL,WCR,5
20930,ET,BPL,WCR,7
20933,ET,BPL,WCR,5
20934,ET,BPL,WCR,7
22103,ET,BPL,WCR,5
22104,ET,BPL,WCR,4
22131,ET,BPL,WCR,5
22132,ET,BPL,WCR,5
22145,ET,BPL,WCR,3
22146,ET,BPL,WCR,5
22177,ET,BPL,WCR,3
22178,ET,BPL,WCR,6
22183,ET,BPL,WCR,6
22184,ET,BPL,WCR,6
22311,ET,BPL,WCR,7
22312,ET,BPL,WCR,5
22351,ET,BPL,WCR,5
22352,ET,BPL,WCR,6
22353,ET,BPL,WCR,5
22354,ET,BPL,WCR,6
22359,ET,BPL,WCR,7
22360,ET,BPL,WCR,4
22535,ET,BPL,WCR,6
22536,ET,BPL,WCR,6
22553,ET,BPL,WCR,5
22554,ET,BPL,WCR,6
22563,ET,BPL,WCR,5
22564,ET,BPL,WCR,5
22613,ET,BPL,WCR,6
22614,ET,BPL,WCR,6
22669,ET,BPL,WCR,6
22670,ET,BPL,WCR,7
22683,ET,BPL,WCR,5
22684,ET,BPL,WCR,7
22687,ET,BPL,WCR,5
22688,ET,BPL,WCR,6
22909,ET,BPL,WCR,2
22910,ET,BPL,WCR,3
22913,ET,BPL,WCR,5
22914,ET,BPL,WCR,6
22937,ET,BPL,WCR,6
22938,ET,BPL,WCR,6
22947,ET,BPL,WCR,6
22948,ET,BPL,WCR,6
22967,ET,BPL,WCR,5
22968,ET,BPL,WCR,6
22971,ET,BPL,WCR,6
22972,ET,BPL,WCR,6
11271,GLG,BPL,WCR,4
11272,GLG,BPL,WCR,1
18235,GLG,BPL,WCR,1
18236,GLG,BPL,WCR,2
08611,GUNA,BPL,WCR,3
08612,GUNA,BPL,WCR,1
09619,GUNA,BPL,WCR,1
09620,GUNA,BPL,WCR,1
18009,GUNA,BPL,WCR,3
18010,GUNA,BPL,WCR,2
19607,GUNA,BPL,WCR,3
19608,GUNA,BPL,WCR,2
20471,GUNA,BPL,WCR,1
20472,GUNA,BPL,WCR,3
20971,GUNA,BPL,WCR,2
20972,GUNA,BPL,WCR,3
02187,HD,BPL,WCR,3
02188,HD,BPL,WCR,2
07651,HD,BPL,WCR,2
07652,HD,BPL,WCR,3
11071,HD,BPL,WCR,1
11072,HD,BPL,WCR,3
12321,HD,BPL,WCR,3
12322,HD,BPL,WCR,2
12335,HD,BPL,WCR,3
12336,HD,BPL,WCR,2
13201,HD,BPL,WCR,3
13202,HD,BPL,WCR,2
15017,HD,BPL,WCR,2
15018,HD,BPL,WCR,3
15181,HD,BPL,WCR,3
15182,HD,BPL,WCR,2
15647,HD,BPL,WCR,2
15648,HD,BPL,WCR,3
15945,HD,BPL,WCR,2
15946,HD,BPL,WCR,3
19045,HD,BPL,WCR,2
19046,HD,BPL,WCR,3
22131,HD,BPL,WCR,2
22132,HD,BPL,WCR,3
22311,HD,BPL,WCR,3
22312,HD,BPL,WCR,3
22564,HD,BPL,WCR,2
22947,HD,BPL,WCR,2
22948,HD,BPL,WCR,3
18235,KAH,BPL,WCR,4
18236,KAH,BPL,WCR,1
11071,KKN,BPL,WCR,1
11072,KKN,BPL,WCR,2
12149,KKN,BPL,WCR,1
12150,KKN,BPL,WCR,2
13201,KKN,BPL,WCR,2
13202,KKN,BPL,WCR,1
15017,KKN,BPL,WCR,1
15018,KKN,BPL,WCR,2
11271,MABA,BPL,WCR,3
11272,MABA,BPL,WCR,1
11465,MABA,BPL,WCR,1
11466,MABA,BPL,WCR,4
11703,MABA,BPL,WCR,4
11704,MABA,BPL,WCR,1
12185,MABA,BPL,WCR,1
12186,MABA,BPL,WCR,4
18235,MABA,BPL,WCR,1
18236,MABA,BPL,WCR,3
18233,MDDP,BPL,WCR,3
18234,MDDP,BPL,WCR,1
18009,MNV,BPL,WCR,1
18010,MNV,BPL,WCR,2
19607,MNV,BPL,WCR,1
19608,MNV,BPL,WCR,2
20471,MNV,BPL,WCR,2
20472,MNV,BPL,WCR,1
20971,MNV,BPL,WCR,2
20972,MNV,BPL,WCR,1
01665,NDPM,BPL,WCR,2
01666,NDPM,BPL,WCR,1
01703,NDPM,BPL,WCR,2
11071,NDPM,BPL,WCR,1
11072,NDPM,BPL,WCR,2
18233,NDPM,BPL,WCR,2
18234,NDPM,BPL,WCR,1
20173,NDPM,BPL,WCR,2
20174,NDPM,BPL,WCR,1
22145,NDPM,BPL,WCR,2
22146,NDPM,BPL,WCR,2
01665,RKMP,BPL,WCR,5
01666,RKMP,BPL,WCR,2
01667,RKMP,BPL,WCR,2
01668,RKMP,BPL,WCR,2
01703,RKMP,BPL,WCR,4
01704,RKMP,BPL,WCR,3
02191,RKMP,BPL,WCR,2
02192,RKMP,BPL,WCR,2
11071,RKMP,BPL,WCR,3
11072,RKMP,BPL,WCR,4
12185,RKMP,BPL,WCR,5
12186,RKMP,BPL,WCR,5
18233,RKMP,BPL,WCR,4
18234,RKMP,BPL,WCR,1
20173,RKMP,BPL,WCR,2
20174,RKMP,BPL,WCR,2
22145,RKMP,BPL,WCR,4
22146,RKMP,BPL,WCR,3
22169,RKMP,BPL,WCR,5
22170,RKMP,BPL,WCR,5
08611,RTA,BPL,WCR,1
08612,RTA,BPL,WCR,2
09619,RTA,BPL,WCR,3
09620,RTA,BPL,WCR,2
11271,SCI,BPL,WCR,1
11272,SCI,BPL,WCR,2
18235,SCI,BPL,WCR,2
18236,SCI,BPL,WCR,1
01704,SHRN,BPL,WCR,1
05115,SHRN,BPL,WCR,2
05116,SHRN,BPL,WCR,1
05561,SHRN,BPL,WCR,2
05562,SHRN,BPL,WCR,1
11465,SHRN,BPL,WCR,2
11466,SHRN,BPL,WCR,1
11703,SHRN,BPL,WCR,1
11704,SHRN,BPL,WCR,2
15559,SHRN,BPL,WCR,2
15560,SHRN,BPL,WCR,2
18233,SHRN,BPL,WCR,2
18234,SHRN,BPL,WCR,1
19091,SHRN,BPL,WCR,2
19092,SHRN,BPL,WCR,1
19413,SHRN,BPL,WCR,2
19414,SHRN,BPL,WCR,1
19421,SHRN,BPL,WCR,2
19422,SHRN,BPL,WCR,1
19489,SHRN,BPL,WCR,2
19490,SHRN,BPL,WCR,1
22829,SHRN,BPL,WCR,2
22830,SHRN,BPL,WCR,1
22911,SHRN,BPL,WCR,2
22912,SHRN,BPL,WCR,1
18235,SMT,BPL,WCR,4
18236,SMT,BPL,WCR,1
13201,TBN,BPL,WCR,1
13202,TBN,BPL,WCR,2
15017,TBN,BPL,WCR,2
15018,TBN,BPL,WCR,1
13201,TLV,BPL,WCR,2
13202,TLV,BPL,WCR,1
15017,TLV,BPL,WCR,1
15018,TLV,BPL,WCR,2
11273,ADTL,JBP,WCR,2
11274,ADTL,JBP,WCR,1
11705,ADTL,JBP,WCR,2
11706,ADTL,JBP,WCR,1
11601,ANA,JBP,WCR,3
11602,ANA,JBP,WCR,3
18235,ANA,JBP,WCR,2
18236,ANA,JBP,WCR,1
61619,ANA,JBP,WCR,2
61620,ANA,JBP,WCR,3
08612,BEHR,JBP,WCR,1
09619,BEHR,JBP,WCR,1
09620,BEHR,JBP,WCR,2
11447,BEHR,JBP,WCR,1
11448,BEHR,JBP,WCR,2
11651,BEHR,JBP,WCR,1
11652,BEHR,JBP,WCR,2
13025,BEHR,JBP,WCR,2
13026,BEHR,JBP,WCR,1
19607,BEHR,JBP,WCR,2
19608,BEHR,JBP,WCR,1
22165,BEHR,JBP,WCR,1
22166,BEHR,JBP,WCR,2
22167,BEHR,JBP,WCR,2
22168,BEHR,JBP,WCR,1
11271,BELD,JBP,WCR,2
11272,BELD,JBP,WCR,2
11273,BELD,JBP,WCR,2
11274,BELD,JBP,WCR,2
11705,BGHI,JBP,WCR,2
11706,BGHI,JBP,WCR,1
11273,BGTA,JBP,WCR,1
11274,BGTA,JBP,WCR,2
11271,BHTN,JBP,WCR,2
11272,BHTN,JBP,WCR,1
11273,BHTN,JBP,WCR,2
11274,BHTN,JBP,WCR,1
18233,BHTN,JBP,WCR,2
18234,BHTN,JBP,WCR,1
11601,BJQ,JBP,WCR,2
11602,BJQ,JBP,WCR,1
61619,BJQ,JBP,WCR,2
61620,BJQ,JBP,WCR,1
11271,BKH,JBP,WCR,2
11272,BKH,JBP,WCR,1
11273,BKH,JBP,WCR,2
11274,BKH,JBP,WCR,1
13201,BKH,JBP,WCR,1
13202,BKH,JBP,WCR,2
11273,BMR,JBP,WCR,2
11274,BMR,JBP,WCR,1
11271,BNE,JBP,WCR,2
11272,BNE,JBP,WCR,1
11273,BNE,JBP,WCR,2
11274,BNE,JBP,WCR,1
11071,BNU,JBP,WCR,2
11072,BNU,JBP,WCR,1
11271,BNU,JBP,WCR,1
11272,BNU,JBP,WCR,2
11601,BNU,JBP,WCR,2
11602,BNU,JBP,WCR,1
11703,BNU,JBP,WCR,1
11704,BNU,JBP,WCR,2
18235,BNU,JBP,WCR,2
18236,BNU,JBP,WCR,1
61619,BNU,JBP,WCR,2
61620,BNU,JBP,WCR,1
11601,BQQ,JBP,WCR,1
11602,BQQ,JBP,WCR,1
18235,BQQ,JBP,WCR,1
18236,BQQ,JBP,WCR,2
61619,BQQ,JBP,WCR,1
61620,BQQ,JBP,WCR,2
11271,BRGT,JBP,WCR,2
11272,BRGT,JBP,WCR,1
11273,BRGT,JBP,WCR,2
11274,BRGT,JBP,WCR,1
03380,BRGW,JBP,WCR,1
08611,BRGW,JBP,WCR,2
08612,BRGW,JBP,WCR,1
09619,BRGW,JBP,WCR,1
09620,BRGW,JBP,WCR,1
11447,BRGW,JBP,WCR,1
11448,BRGW,JBP,WCR,2
11651,BRGW,JBP,WCR,1
11652,BRGW,JBP,WCR,2
13025,BRGW,JBP,WCR,2
13026,BRGW,JBP,WCR,1
18009,BRGW,JBP,WCR,2
18010,BRGW,JBP,WCR,1
19413,BRGW,JBP,WCR,1
19414,BRGW,JBP,WCR,2
19607,BRGW,JBP,WCR,2
19608,BRGW,JBP,WCR,1
22165,BRGW,JBP,WCR,1
22166,BRGW,JBP,WCR,2
22167,BRGW,JBP,WCR,2
22168,BRGW,JBP,WCR,1
11273,BUU,JBP,WCR,1
11274,BUU,JBP,WCR,2
11705,BUU,JBP,WCR,1
11706,BUU,JBP,WCR,2
11273,CTHR,JBP,WCR,2
11274,CTHR,JBP,WCR,3
11271,DDCE,JBP,WCR,2
11272,DDCE,JBP,WCR,1
11273,DDCE,JBP,WCR,2
11274,DDCE,JBP,WCR,1
11705,DDCE,JBP,WCR,2
11706,DDCE,JBP,WCR,1
18233,DDCE,JBP,WCR,2
18234,DDCE,JBP,WCR,1
22189,DDCE,JBP,WCR,2
22190,DDCE,JBP,WCR,1
11601,DGD,JBP,WCR,1
11602,DGD,JBP,WCR,2
61619,DGD,JBP,WCR,1
61620,DGD,JBP,WCR,2
02192,DMO,JBP,WCR,1
08611,DMO,JBP,WCR,1
08612,DMO,JBP,WCR,2
09619,DMO,JBP,WCR,1
09620,DMO,JBP,WCR,2
11071,DMO,JBP,WCR,2
11072,DMO,JBP,WCR,2
11271,DMO,JBP,WCR,2
11272,DMO,JBP,WCR,3
11465,DMO,JBP,WCR,2
11466,DMO,JBP,WCR,2
11601,DMO,JBP,WCR,3
11602,DMO,JBP,WCR,2
11703,DMO,JBP,WCR,1
11704,DMO,JBP,WCR,2
12185,DMO,JBP,WCR,2
12186,DMO,JBP,WCR,1
13025,DMO,JBP,WCR,2
13026,DMO,JBP,WCR,2
15559,DMO,JBP,WCR,1
15560,DMO,JBP,WCR,2
18009,DMO,JBP,WCR,1
18010,DMO,JBP,WCR,2
18235,DMO,JBP,WCR,3
18236,DMO,JBP,WCR,1
18477,DMO,JBP,WCR,1
18478,DMO,JBP,WCR,2
19091,DMO,JBP,WCR,2
19092,DMO,JBP,WCR,1
19413,DMO,JBP,WCR,2
19414,DMO,JBP,WCR,1
19421,DMO,JBP,WCR,2
19422,DMO,JBP,WCR,1
19489,DMO,JBP,WCR,2
19490,DMO,JBP,WCR,1
19607,DMO,JBP,WCR,1
19608,DMO,JBP,WCR,2
20471,DMO,JBP,WCR,2
20472,DMO,JBP,WCR,1
20807,DMO,JBP,WCR,1
20808,DMO,JBP,WCR,2
20971,DMO,JBP,WCR,2
20972,DMO,JBP,WCR,1
22165,DMO,JBP,WCR,2
22166,DMO,JBP,WCR,1
22167,DMO,JBP,WCR,1
22168,DMO,JBP,WCR,2
22169,DMO,JBP,WCR,2
22170,DMO,JBP,WCR,1
22829,DMO,JBP,WCR,2
22830,DMO,JBP,WCR,2
22911,DMO,JBP,WCR,2
22912,DMO,JBP,WCR,1
61619,DMO,JBP,WCR,3
61620,DMO,JBP,WCR,2
11271,DOE,JBP,WCR,1
11272,DOE,JBP,WCR,2
11273,DOE,JBP,WCR,1
11274,DOE,JBP,WCR,2
11651,DOE,JBP,WCR,1
11652,DOE,JBP,WCR,2
11705,DOE,JBP,WCR,1
11706,DOE,JBP,WCR,2
18233,DOE,JBP,WCR,1
18234,DOE,JBP,WCR,2
11271,GAJ,JBP,WCR,2
11272,GAJ,JBP,WCR,1
11601,GAJ,JBP,WCR,1
11602,GAJ,JBP,WCR,2
18235,GAJ,JBP,WCR,1
18236,GAJ,JBP,WCR,2
61619,GAJ,JBP,WCR,1
61620,GAJ,JBP,WCR,2
11651,GAJB,JBP,WCR,2
11652,GAJB,JBP,WCR,2
02187,GAR,JBP,WCR,2
02188,GAR,JBP,WCR,1
07651,GAR,JBP,WCR,1
07652,GAR,JBP,WCR,2
11271,GAR,JBP,WCR,1
11272,GAR,JBP,WCR,2
11273,GAR,JBP,WCR,1
11274,GAR,JBP,WCR,2
12321,GAR,JBP,WCR,2
12322,GAR,JBP,WCR,1
13201,GAR,JBP,WCR,2
13202,GAR,JBP,WCR,1
15017,GAR,JBP,WCR,1
15018,GAR,JBP,WCR,2
16601,GAR,JBP,WCR,1
16602,GAR,JBP,WCR,2
18233,GAR,JBP,WCR,1
18234,GAR,JBP,WCR,2
20905,GAR,JBP,WCR,1
20906,GAR,JBP,WCR,2
22145,GAR,JBP,WCR,1
22146,GAR,JBP,WCR,2
11601,GEA,JBP,WCR,4
11602,GEA,JBP,WCR,1
18235,GEA,JBP,WCR,4
18236,GEA,JBP,WCR,1
61619,GEA,JBP,WCR,4
61620,GEA,JBP,WCR,1
11271,GMD,JBP,WCR,1
11272,GMD,JBP,WCR,2
11273,GMD,JBP,WCR,1
11274,GMD,JBP,WCR,2
11273,GPC,JBP,WCR,2
11274,GPC,JBP,WCR,1
11273,GRO,JBP,WCR,2
11274,GRO,JBP,WCR,1
11271,GSPR,JBP,WCR,2
11272,GSPR,JBP,WCR,1
11273,GSPR,JBP,WCR,2
11274,GSPR,JBP,WCR,1
11705,GSPR,JBP,WCR,2
11706,GSPR,JBP,WCR,1
18233,GSPR,JBP,WCR,2
18234,GSPR,JBP,WCR,1
22189,GSPR,JBP,WCR,2
22190,GSPR,JBP,WCR,1
11601,GW,JBP,WCR,2
11602,GW,JBP,WCR,3
18235,GW,JBP,WCR,1
18236,GW,JBP,WCR,4
61619,GW,JBP,WCR,1
61620,GW,JBP,WCR,3
11601,HDU,JBP,WCR,2
11602,HDU,JBP,WCR,1
18235,HDU,JBP,WCR,2
18236,HDU,JBP,WCR,1
61619,HDU,JBP,WCR,2
61620,HDU,JBP,WCR,1
11705,HNM,JBP,WCR,3
11706,HNM,JBP,WCR,3
11601,ISH,JBP,WCR,1
11602,ISH,JBP,WCR,2
18235,ISH,JBP,WCR,1
18236,ISH,JBP,WCR,2
61619,ISH,JBP,WCR,1
61620,ISH,JBP,WCR,2
01053,JBP,JBP,WCR,3
01054,JBP,JBP,WCR,2
01665,JBP,JBP,WCR,5
01666,JBP,JBP,WCR,1
02187,JBP,JBP,WCR,1
02188,JBP,JBP,WCR,5
03251,JBP,JBP,WCR,1
03252,JBP,JBP,WCR,5
03259,JBP,JBP,WCR,1
03260,JBP,JBP,WCR,5
03679,JBP,JBP,WCR,2
03680,JBP,JBP,WCR,6
04115,JBP,JBP,WCR,1
04116,JBP,JBP,WCR,1
04151,JBP,JBP,WCR,1
04152,JBP,JBP,WCR,4
05289,JBP,JBP,WCR,2
05290,JBP,JBP,WCR,4
05293,JBP,JBP,WCR,2
05294,JBP,JBP,WCR,5
05557,JBP,JBP,WCR,1
05558,JBP,JBP,WCR,5
06509,JBP,JBP,WCR,4
06510,JBP,JBP,WCR,1
07008,JBP,JBP,WCR,4
07419,JBP,JBP,WCR,3
07420,JBP,JBP,WCR,3
07651,JBP,JBP,WCR,5
07652,JBP,JBP,WCR,1
09033,JBP,JBP,WCR,5
09034,JBP,JBP,WCR,1
09045,JBP,JBP,WCR,5
09046,JBP,JBP,WCR,2
09065,JBP,JBP,WCR,4
09066,JBP,JBP,WCR,1
11015,JBP,JBP,WCR,3
11016,JBP,JBP,WCR,3
11033,JBP,JBP,WCR,6
11034,JBP,JBP,WCR,1
11037,JBP,JBP,WCR,6
11038,JBP,JBP,WCR,1
11045,JBP,JBP,WCR,5
11046,JBP,JBP,WCR,1
11055,JBP,JBP,WCR,5
11056,JBP,JBP,WCR,1
11059,JBP,JBP,WCR,5
11060,JBP,JBP,WCR,1
11061,JBP,JBP,WCR,5
11062,JBP,JBP,WCR,1
11081,JBP,JBP,WCR,6
11082,JBP,JBP,WCR,1
11271,JBP,JBP,WCR,3
11272,JBP,JBP,WCR,1
11273,JBP,JBP,WCR,5
11274,JBP,JBP,WCR,1
11427,JBP,JBP,WCR,3
11428,JBP,JBP,WCR,1
11447,JBP,JBP,WCR,2
11448,JBP,JBP,WCR,2
11465,JBP,JBP,WCR,3
11466,JBP,JBP,WCR,6
11651,JBP,JBP,WCR,3
11652,JBP,JBP,WCR,1
11705,JBP,JBP,WCR,4
11706,JBP,JBP,WCR,4
11753,JBP,JBP,WCR,4
11754,JBP,JBP,WCR,1
11755,JBP,JBP,WCR,4
11756,JBP,JBP,WCR,1
12141,JBP,JBP,WCR,5
12142,JBP,JBP,WCR,1
12149,JBP,JBP,WCR,6
12150,JBP,JBP,WCR,1
12165,JBP,JBP,WCR,5
12166,JBP,JBP,WCR,1
12167,JBP,JBP,WCR,5
12168,JBP,JBP,WCR,1
12189,JBP,JBP,WCR,6
12190,JBP,JBP,WCR,3
12293,JBP,JBP,WCR,5
12294,JBP,JBP,WCR,1
12295,JBP,JBP,WCR,5
12296,JBP,JBP,WCR,1
12321,JBP,JBP,WCR,1
12322,JBP,JBP,WCR,5
12335,JBP,JBP,WCR,1
12336,JBP,JBP,WCR,5
12361,JBP,JBP,WCR,1
12362,JBP,JBP,WCR,5
12389,JBP,JBP,WCR,1
12390,JBP,JBP,WCR,6
12519,JBP,JBP,WCR,5
12520,JBP,JBP,WCR,1
12539,JBP,JBP,WCR,5
12540,JBP,JBP,WCR,1
12545,JBP,JBP,WCR,1
12546,JBP,JBP,WCR,6
12577,JBP,JBP,WCR,1
12578,JBP,JBP,WCR,5
12669,JBP,JBP,WCR,5
12670,JBP,JBP,WCR,1
12741,JBP,JBP,WCR,3
12742,JBP,JBP,WCR,1
12791,JBP,JBP,WCR,4
12792,JBP,JBP,WCR,1
13201,JBP,JBP,WCR,1
13202,JBP,JBP,WCR,5
15017,JBP,JBP,WCR,5
15018,JBP,JBP,WCR,2
15181,JBP,JBP,WCR,1
15182,JBP,JBP,WCR,4
15205,JBP,JBP,WCR,5
15206,JBP,JBP,WCR,5
15267,JBP,JBP,WCR,1
15268,JBP,JBP,WCR,6
15647,JBP,JBP,WCR,5
15648,JBP,JBP,WCR,1
15945,JBP,JBP,WCR,5
15946,JBP,JBP,WCR,1
16367,JBP,JBP,WCR,5
16368,JBP,JBP,WCR,1
16601,JBP,JBP,WCR,5
16602,JBP,JBP,WCR,2
17323,JBP,JBP,WCR,5
17324,JBP,JBP,WCR,1
17609,JBP,JBP,WCR,1
17610,JBP,JBP,WCR,6
18233,JBP,JBP,WCR,5
18234,JBP,JBP,WCR,1
18609,JBP,JBP,WCR,1
18610,JBP,JBP,WCR,6
19045,JBP,JBP,WCR,5
19046,JBP,JBP,WCR,1
19051,JBP,JBP,WCR,5
19052,JBP,JBP,WCR,1
20152,JBP,JBP,WCR,1
20173,JBP,JBP,WCR,2
20174,JBP,JBP,WCR,1
20827,JBP,JBP,WCR,3
20828,JBP,JBP,WCR,5
20903,JBP,JBP,WCR,5
20904,JBP,JBP,WCR,1
20905,JBP,JBP,WCR,5
20906,JBP,JBP,WCR,1
20929,JBP,JBP,WCR,6
20930,JBP,JBP,WCR,1
20933,JBP,JBP,WCR,3
20934,JBP,JBP,WCR,1
22103,JBP,JBP,WCR,6
22104,JBP,JBP,WCR,1
22131,JBP,JBP,WCR,6
22132,JBP,JBP,WCR,1
22145,JBP,JBP,WCR,5
22146,JBP,JBP,WCR,1
22177,JBP,JBP,WCR,5
22178,JBP,JBP,WCR,1
22183,JBP,JBP,WCR,5
22184,JBP,JBP,WCR,1
22189,JBP,JBP,WCR,4
22190,JBP,JBP,WCR,3
22311,JBP,JBP,WCR,1
22312,JBP,JBP,WCR,1
22351,JBP,JBP,WCR,1
22352,JBP,JBP,WCR,5
22353,JBP,JBP,WCR,1
22354,JBP,JBP,WCR,5
22359,JBP,JBP,WCR,1
22360,JBP,JBP,WCR,5
22535,JBP,JBP,WCR,5
22536,JBP,JBP,WCR,1
22553,JBP,JBP,WCR,1
22554,JBP,JBP,WCR,5
22563,JBP,JBP,WCR,1
22564,JBP,JBP,WCR,3
22613,JBP,JBP,WCR,5
22614,JBP,JBP,WCR,1
22669,JBP,JBP,WCR,4
22669,JBP,JBP,WCR,6
22670,JBP,JBP,WCR,1
22683,JBP,JBP,WCR,4
22684,JBP,JBP,WCR,1
22687,JBP,JBP,WCR,5
22688,JBP,JBP,WCR,1
22909,JBP,JBP,WCR,5
22910,JBP,JBP,WCR,1
22913,JBP,JBP,WCR,6
22914,JBP,JBP,WCR,1
22937,JBP,JBP,WCR,5
22938,JBP,JBP,WCR,1
22947,JBP,JBP,WCR,5
22948,JBP,JBP,WCR,1
22967,JBP,JBP,WCR,6
22968,JBP,JBP,WCR,1
22971,JBP,JBP,WCR,5
22972,JBP,JBP,WCR,1
11273,JKE,JBP,WCR,3
11274,JKE,JBP,WCR,1
11703,JKE,JBP,WCR,1
11704,JKE,JBP,WCR,2
11705,JKE,JBP,WCR,2
11706,JKE,JBP,WCR,1
15205,JKE,JBP,WCR,1
15206,JKE,JBP,WCR,2
22189,JKE,JBP,WCR,2
22190,JKE,JBP,WCR,1
11651,JOBA,JBP,WCR,1
11652,JOBA,JBP,WCR,2
11271,JRK,JBP,WCR,2
11272,JRK,JBP,WCR,1
11601,JRK,JBP,WCR,1
11602,JRK,JBP,WCR,2
18235,JRK,JBP,WCR,1
18236,JRK,JBP,WCR,2
61619,JRK,JBP,WCR,1
