TRAIN_NUMBER,STATION_CODE,DIVISION_CODE,ZONE_CODE,PF_NUMBER
20471,BSP,BSP,SECR,2
20472,BSP,BSP,SECR,3
20807,BSP,BSP,SECR,5
20808,BSP,BSP,SECR,1
20827,BSP,BSP,SECR,2
20828,BSP,BSP,SECR,4
20971,BSP,BSP,SECR,2
20972,BSP,BSP,SECR,4
22169,BSP,BSP,SECR,1
22170,BSP,BSP,SECR,4
22829,BSP,BSP,SECR,2
22830,BSP,BSP,SECR,4
22909,BSP,BSP,SECR,2
22910,BSP,BSP,SECR,3
68747,BSP,BSP,SECR,5
68748,BSP,BSP,SECR,6
18477,BUA,BSP,SECR,1
18478,BUA,BSP,SECR,2
18233,BUH,BSP,SECR,1
18234,BUH,BSP,SECR,2
18235,BUH,BSP,SECR,1
18236,BUH,BSP,SECR,2
18247,BUH,BSP,SECR,2
18248,BUH,BSP,SECR,1
18477,BUH,BSP,SECR,2
18478,BUH,BSP,SECR,1
20807,BUH,BSP,SECR,2
20808,BUH,BSP,SECR,1
68747,BUH,BSP,SECR,1
68748,BUH,BSP,SECR,1
18233,CHD,BSP,SECR,1
18234,CHD,BSP,SECR,2
18235,CHD,BSP,SECR,1
18236,CHD,BSP,SECR,2
18247,CHD,BSP,SECR,2
18248,CHD,BSP,SECR,1
18477,CHD,BSP,SECR,2
18478,CHD,BSP,SECR,1
68747,CHD,BSP,SECR,2
68748,CHD,BSP,SECR,1
18247,CHDX,BSP,SECR,1
18248,CHDX,BSP,SECR,2
68747,CHDX,BSP,SECR,1
68748,CHDX,BSP,SECR,2
68747,CLF,BSP,SECR,2
68748,CLF,BSP,SECR,1
18477,CPH,BSP,SECR,2
18478,CPH,BSP,SECR,1
20807,CPH,BSP,SECR,2
20808,CPH,BSP,SECR,1
20971,CPH,BSP,SECR,2
20972,CPH,BSP,SECR,3
22829,CPH,BSP,SECR,2
22830,CPH,BSP,SECR,3
22909,CPH,BSP,SECR,2
22910,CPH,BSP,SECR,3
68747,GGT,BSP,SECR,4A
68748,GGT,BSP,SECR,11
18233,GTK,BSP,SECR,1
18234,GTK,BSP,SECR,2
68747,GTK,BSP,SECR,2
68748,GTK,BSP,SECR,1
68747,HRB,BSP,SECR,5
68748,HRB,BSP,SECR,1
68747,JLW,BSP,SECR,3
68748,JLW,BSP,SECR,4
18233,JTI,BSP,SECR,1
18234,JTI,BSP,SECR,2
18235,JTI,BSP,SECR,1
18236,JTI,BSP,SECR,2
18247,JTI,BSP,SECR,2
18248,JTI,BSP,SECR,1
18477,JTI,BSP,SECR,2
18478,JTI,BSP,SECR,1
68747,JTI,BSP,SECR,2
68748,JTI,BSP,SECR,1
18233,KGB,BSP,SECR,2
18234,KGB,BSP,SECR,1
18235,KGB,BSP,SECR,2
18236,KGB,BSP,SECR,3
18247,KGB,BSP,SECR,1
18248,KGB,BSP,SECR,2
18477,KGB,BSP,SECR,1
18478,KGB,BSP,SECR,2
68747,KGB,BSP,SECR,1
68748,KGB,BSP,SECR,2
18233,KGS,BSP,SECR,2
18234,KGS,BSP,SECR,1
18235,KGS,BSP,SECR,2
18236,KGS,BSP,SECR,1
18247,KGS,BSP,SECR,1
18248,KGS,BSP,SECR,2
68747,KGS,BSP,SECR,1
68748,KGS,BSP,SECR,2
18477,KHS,BSP,SECR,1
18478,KHS,BSP,SECR,2
20807,KHS,BSP,SECR,1
20808,KHS,BSP,SECR,3
68747,KKI,BSP,SECR,3
68748,KKI,BSP,SECR,1
68747,KLTR,BSP,SECR,1
68748,KLTR,BSP,SECR,2
18235,KOI,BSP,SECR,3
18236,KOI,BSP,SECR,1
18247,KOI,BSP,SECR,1
18248,KOI,BSP,SECR,3
68747,KOI,BSP,SECR,1
68748,KOI,BSP,SECR,3
68747,LOA,BSP,SECR,1
68748,LOA,BSP,SECR,3
68747,MDXR,BSP,SECR,2
68748,MDXR,BSP,SECR,3
18477,NIA,BSP,SECR,2
18478,NIA,BSP,SECR,3
68747,NIQ,BSP,SECR,3
68748,NIQ,BSP,SECR,1
18233,NRZB,BSP,SECR,1
18234,NRZB,BSP,SECR,3
18235,NRZB,BSP,SECR,2
18236,NRZB,BSP,SECR,3
18477,NRZB,BSP,SECR,3
18478,NRZB,BSP,SECR,1
68747,NRZB,BSP,SECR,4
68748,NRZB,BSP,SECR,1
18233,PND,BSP,SECR,1
18234,PND,BSP,SECR,3
18235,PND,BSP,SECR,1
18236,PND,BSP,SECR,3
18247,PND,BSP,SECR,3
18248,PND,BSP,SECR,1
18477,PND,BSP,SECR,3
18478,PND,BSP,SECR,1
20471,PND,BSP,SECR,1
20472,PND,BSP,SECR,1
20807,PND,BSP,SECR,3
20808,PND,BSP,SECR,1
20971,PND,BSP,SECR,1
20972,PND,BSP,SECR,3
22829,PND,BSP,SECR,1
22830,PND,BSP,SECR,3
22909,PND,BSP,SECR,1
22910,PND,BSP,SECR,3
68747,PND,BSP,SECR,3
68748,PND,BSP,SECR,1
18477,RIG,BSP,SECR,2
18478,RIG,BSP,SECR,1
20471,RIG,BSP,SECR,2
20472,RIG,BSP,SECR,2
20807,RIG,BSP,SECR,2
20808,RIG,BSP,SECR,1
20827,RIG,BSP,SECR,1
20828,RIG,BSP,SECR,2
20971,RIG,BSP,SECR,1
20972,RIG,BSP,SECR,2
22169,RIG,BSP,SECR,1
22170,RIG,BSP,SECR,2
22829,RIG,BSP,SECR,1
22830,RIG,BSP,SECR,2
22909,RIG,BSP,SECR,1
22910,RIG,BSP,SECR,2
18235,RPD,BSP,SECR,1
18236,RPD,BSP,SECR,2
68747,RPD,BSP,SECR,2
68748,RPD,BSP,SECR,1
18247,SBRA,BSP,SECR,1
18248,SBRA,BSP,SECR,2
68747,SBRA,BSP,SECR,1
68748,SBRA,BSP,SECR,2
18233,SDL,BSP,SECR,1
18234,SDL,BSP,SECR,2
18235,SDL,BSP,SECR,1
18236,SDL,BSP,SECR,2
18247,SDL,BSP,SECR,2
18248,SDL,BSP,SECR,1
18477,SDL,BSP,SECR,2
18478,SDL,BSP,SECR,1
20471,SDL,BSP,SECR,1
20472,SDL,BSP,SECR,2
20807,SDL,BSP,SECR,2
20808,SDL,BSP,SECR,1
20827,SDL,BSP,SECR,1
20828,SDL,BSP,SECR,2
20971,SDL,BSP,SECR,1
20972,SDL,BSP,SECR,2
22169,SDL,BSP,SECR,1
22170,SDL,BSP,SECR,2
22829,SDL,BSP,SECR,1
22830,SDL,BSP,SECR,2
22909,SDL,BSP,SECR,1
22910,SDL,BSP,SECR,2
68747,SDL,BSP,SECR,3
68748,SDL,BSP,SECR,1
18477,SKT,BSP,SECR,2
18478,SKT,BSP,SECR,1
20807,SKT,BSP,SECR,2
20808,SKT,BSP,SECR,1
18247,SLKR,BSP,SECR,2
18248,SLKR,BSP,SECR,1
68747,SLKR,BSP,SECR,2
68748,SLKR,BSP,SECR,1
68747,SNGP,BSP,SECR,3
68748,SNGP,BSP,SECR,1
18247,TGQ,BSP,SECR,1
18248,TGQ,BSP,SECR,3
68747,TGQ,BSP,SECR,1
68748,TGQ,BSP,SECR,3
18233,UMR,BSP,SECR,1
18234,UMR,BSP,SECR,2
18235,UMR,BSP,SECR,1
18236,UMR,BSP,SECR,3
18247,UMR,BSP,SECR,2
18248,UMR,BSP,SECR,2
18477,UMR,BSP,SECR,2
18478,UMR,BSP,SECR,1
20807,UMR,BSP,SECR,2
20808,UMR,BSP,SECR,1
68747,UMR,BSP,SECR,3
68748,UMR,BSP,SECR,1
18233,USL,BSP,SECR,1
18234,USL,BSP,SECR,2
18235,USL,BSP,SECR,1
18236,USL,BSP,SECR,2
18247,USL,BSP,SECR,2
18248,USL,BSP,SECR,1
68747,USL,BSP,SECR,2
68748,USL,BSP,SECR,1
18235,VKR,BSP,SECR,1
18236,VKR,BSP,SECR,3
18247,VKR,BSP,SECR,3
18248,VKR,BSP,SECR,1
68747,VKR,BSP,SECR,3
68748,VKR,BSP,SECR,1
68747,VYK,BSP,SECR,2
68748,VYK,BSP,SECR,1
11753,BRD,NAG,SECR,2
11754,BRD,NAG,SECR,1
11753,BTC,NAG,SECR,2
11754,BTC,NAG,SECR,2
12389,BTC,NAG,SECR,2
12390,BTC,NAG,SECR,2
16367,BTC,NAG,SECR,2
16368,BTC,NAG,SECR,2
20152,BTC,NAG,SECR,1
12390,CAF,NAG,SECR,1
11755,CHUA,NAG,SECR,1
11756,CHUA,NAG,SECR,1
11755,CWA,NAG,SECR,2
11756,CWA,NAG,SECR,2
11753,G,NAG,SECR,6
11754,G,NAG,SECR,6
12389,G,NAG,SECR,1
12390,G,NAG,SECR,1
16367,G,NAG,SECR,1
16368,G,NAG,SECR,5
20151,G,NAG,SECR,5
20152,G,NAG,SECR,5
20152,G,NAG,SECR,6
11753,GNS,NAG,SECR,2
11754,GNS,NAG,SECR,1
11755,GNS,NAG,SECR,1
11756,GNS,NAG,SECR,2
11753,KP,NAG,SECR,1
11754,KP,NAG,SECR,2
11753,LTA,NAG,SECR,2
11754,LTA,NAG,SECR,2
12389,NAB,NAG,SECR,1
12390,NAB,NAG,SECR,1
11753,NIR,NAG,SECR,1
11754,NIR,NAG,SECR,1
11755,NIR,NAG,SECR,2
11756,NIR,NAG,SECR,2
12389,NIR,NAG,SECR,1
12390,NIR,NAG,SECR,2
16367,NIR,NAG,SECR,2
16368,NIR,NAG,SECR,1
20152,NIR,NAG,SECR,1
11753,NITR,NAG,SECR,6
11754,NITR,NAG,SECR,6
11755,NITR,NAG,SECR,6
11756,NITR,NAG,SECR,6
11755,SASR,NAG,SECR,1
11756,SASR,NAG,SECR,1
11755,SEY,NAG,SECR,2
11756,SEY,NAG,SECR,1
11755,SONR,NAG,SECR,1
11756,SONR,NAG,SECR,1
11753,TMR,NAG,SECR,1
11754,TMR,NAG,SECR,1
18609,BKSC,ADRA,SER,1
18610,BKSC,ADRA,SER,2
08611,CNI,ADRA,SER,3
08612,CNI,ADRA,SER,1
08612,PRR,ADRA,SER,1
18477,BMB,CKP,SER,1
18478,BMB,CKP,SER,2
18477,BZR,CKP,SER,4
18478,BZR,CKP,SER,3
18477,CKP,CKP,SER,1
18478,CKP,CKP,SER,2
20827,CKP,CKP,SER,2
20828,CKP,CKP,SER,1
20971,CKP,CKP,SER,2
20972,CKP,CKP,SER,1
22169,CKP,CKP,SER,2
22170,CKP,CKP,SER,1
22829,CKP,CKP,SER,2
22830,CKP,CKP,SER,1
18477,GOL,CKP,SER,2
18478,GOL,CKP,SER,1
18477,GP,CKP,SER,1
18478,GP,CKP,SER,2
18477,JSG,CKP,SER,2
18478,JSG,CKP,SER,2
20827,JSG,CKP,SER,2
20828,JSG,CKP,SER,1
20971,JSG,CKP,SER,2
20972,JSG,CKP,SER,1
22169,JSG,CKP,SER,2
22170,JSG,CKP,SER,1
22829,JSG,CKP,SER,2
22830,JSG,CKP,SER,1
18477,MOU,CKP,SER,1
18478,MOU,CKP,SER,2
18477,RKSN,CKP,SER,2
18478,RKSN,CKP,SER,3
18477,ROU,CKP,SER,1
18478,ROU,CKP,SER,4
20827,ROU,CKP,SER,4
20828,ROU,CKP,SER,3
20971,ROU,CKP,SER,4
20972,ROU,CKP,SER,3
22169,ROU,CKP,SER,4
22170,ROU,CKP,SER,3
22829,ROU,CKP,SER,4
22830,ROU,CKP,SER,3
18477,SINI,CKP,SER,2
18478,SINI,CKP,SER,3
08611,TATA,CKP,SER,3
08612,TATA,CKP,SER,5
18009,TATA,CKP,SER,3
18010,TATA,CKP,SER,4
18477,TATA,CKP,SER,3
18478,TATA,CKP,SER,4
20827,TATA,CKP,SER,4
20828,TATA,CKP,SER,3
20971,TATA,CKP,SER,4
20972,TATA,CKP,SER,3
22169,TATA,CKP,SER,4
22170,TATA,CKP,SER,3
22829,TATA,CKP,SER,4
22830,TATA,CKP,SER,3
18477,BLS,KGP,SER,3
18478,BLS,KGP,SER,2
18477,BTS,KGP,SER,1
18478,BTS,KGP,SER,3
18477,CKU,KGP,SER,2
18478,CKU,KGP,SER,3
18477,GTS,KGP,SER,2
18478,GTS,KGP,SER,3
18477,HIJ,KGP,SER,1
18478,HIJ,KGP,SER,2
18477,JER,KGP,SER,2
18478,JER,KGP,SER,3
08611,KGP,KGP,SER,3
08612,KGP,KGP,SER,7
18009,KGP,KGP,SER,3
18010,KGP,KGP,SER,6
20827,KGP,KGP,SER,7
20828,KGP,KGP,SER,4
20971,KGP,KGP,SER,6
20972,KGP,KGP,SER,3
22169,KGP,KGP,SER,7
22170,KGP,KGP,SER,4
22829,KGP,KGP,SER,6
22830,KGP,KGP,SER,3
20971,SHM,KGP,SER,3
20972,SHM,KGP,SER,3
22829,SHM,KGP,SER,3
22830,SHM,KGP,SER,3
18477,SORO,KGP,SER,2
18478,SORO,KGP,SER,3
01150,SRC,KGP,SER,3
08611,SRC,KGP,SER,3
08612,SRC,KGP,SER,5
18009,SRC,KGP,SER,4
18010,SRC,KGP,SER,2
20827,SRC,KGP,SER,2
20828,SRC,KGP,SER,4
20971,SRC,KGP,SER,1
20972,SRC,KGP,SER,1
22169,SRC,KGP,SER,2
22170,SRC,KGP,SER,4
22829,SRC,KGP,SER,1
22830,SRC,KGP,SER,1
08611,LAD,RNC,SER,1
08612,LAD,RNC,SER,1
09620,LAD,RNC,SER,2
08611,MURI,RNC,SER,3
08612,MURI,RNC,SER,3
18009,MURI,RNC,SER,1
18010,MURI,RNC,SER,1
18609,MURI,RNC,SER,1
18610,MURI,RNC,SER,2
08611,RNC,RNC,SER,2
08612,RNC,RNC,SER,2
09620,RNC,RNC,SER,4
18609,RNC,RNC,SER,1
18610,RNC,RNC,SER,2
06509,AJJ,MAS,SR,2
06510,AJJ,MAS,SR,1
12295,AJJ,MAS,SR,2
12296,AJJ,MAS,SR,1
12539,AJJ,MAS,SR,2
12577,AJJ,MAS,SR,1
12578,AJJ,MAS,SR,2
16367,AJJ,MAS,SR,2
16368,AJJ,MAS,SR,1
16601,AJJ,MAS,SR,2
16602,AJJ,MAS,SR,1
22351,AJJ,MAS,SR,1
22352,AJJ,MAS,SR,2
22354,AJJ,MAS,SR,2
16367,CGL,MAS,SR,2
16368,CGL,MAS,SR,3
22535,CGL,MAS,SR,4
22535,CGL,MAS,SR,6
22536,CGL,MAS,SR,6
16367,CJ,MAS,SR,1
16368,CJ,MAS,SR,1
03241,JTJ,MAS,SR,1
03242,JTJ,MAS,SR,3
03245,JTJ,MAS,SR,1
03246,JTJ,MAS,SR,5
03247,JTJ,MAS,SR,2
03248,JTJ,MAS,SR,4
03251,JTJ,MAS,SR,3
03252,JTJ,MAS,SR,3
03259,JTJ,MAS,SR,3
03260,JTJ,MAS,SR,3
03679,JTJ,MAS,SR,1
03680,JTJ,MAS,SR,2
04131,JTJ,MAS,SR,1
04132,JTJ,MAS,SR,4
06509,JTJ,MAS,SR,4
06510,JTJ,MAS,SR,3
12295,JTJ,MAS,SR,4
12296,JTJ,MAS,SR,4
12539,JTJ,MAS,SR,4
12540,JTJ,MAS,SR,4
12577,JTJ,MAS,SR,1
12577,JTJ,MAS,SR,4
12578,JTJ,MAS,SR,4
16601,JTJ,MAS,SR,2
16602,JTJ,MAS,SR,1
22351,JTJ,MAS,SR,4
22352,JTJ,MAS,SR,4
22353,JTJ,MAS,SR,2
22354,JTJ,MAS,SR,4
22669,JTJ,MAS,SR,1
22670,JTJ,MAS,SR,1
03241,KPD,MAS,SR,1
03242,KPD,MAS,SR,2
03245,KPD,MAS,SR,1
03246,KPD,MAS,SR,2
03247,KPD,MAS,SR,1
03248,KPD,MAS,SR,2
03251,KPD,MAS,SR,2
03252,KPD,MAS,SR,2
03259,KPD,MAS,SR,2
03260,KPD,MAS,SR,2
03679,KPD,MAS,SR,1
03680,KPD,MAS,SR,2
04131,KPD,MAS,SR,1
04132,KPD,MAS,SR,2
06509,KPD,MAS,SR,2
06510,KPD,MAS,SR,1
12295,KPD,MAS,SR,2
12296,KPD,MAS,SR,1
12539,KPD,MAS,SR,2
12540,KPD,MAS,SR,1
12577,KPD,MAS,SR,1
12578,KPD,MAS,SR,2
16601,KPD,MAS,SR,2
16602,KPD,MAS,SR,1
22351,KPD,MAS,SR,1
22352,KPD,MAS,SR,2
22352,KPD,MAS,SR,3
22353,KPD,MAS,SR,1
22354,KPD,MAS,SR,2
22669,KPD,MAS,SR,4
22670,KPD,MAS,SR,1
12389,MAS,MAS,SR,6
12390,MAS,MAS,SR,4
12669,MAS,MAS,SR,9
12670,MAS,MAS,SR,3
22535,MS,MAS,SR,5
22536,MS,MAS,SR,5
22613,MS,MAS,SR,6
22614,MS,MAS,SR,6
16602,NYP,MAS,SR,2
03241,PER,MAS,SR,2
03242,PER,MAS,SR,1
03245,PER,MAS,SR,2
03246,PER,MAS,SR,1
03247,PER,MAS,SR,2
03248,PER,MAS,SR,1
03251,PER,MAS,SR,2
03252,PER,MAS,SR,1
03259,PER,MAS,SR,2
03260,PER,MAS,SR,1
06509,PER,MAS,SR,1
06510,PER,MAS,SR,2
12295,PER,MAS,SR,1
12296,PER,MAS,SR,2
12539,PER,MAS,SR,1
12540,PER,MAS,SR,2
12577,PER,MAS,SR,2
12578,PER,MAS,SR,1
16367,PER,MAS,SR,1
16368,PER,MAS,SR,2
16601,PER,MAS,SR,1
16602,PER,MAS,SR,2
22351,PER,MAS,SR,2
22352,PER,MAS,SR,1
22353,PER,MAS,SR,2
22354,PER,MAS,SR,1
22669,PER,MAS,SR,1
22670,PER,MAS,SR,2
03679,TRT,MAS,SR,3
03680,TRT,MAS,SR,1
16367,DG,MDU,SR,3
16368,DG,MDU,SR,4
22535,KKDI,MDU,SR,3
22536,KKDI,MDU,SR,3
22613,KKDI,MDU,SR,3
22614,KKDI,MDU,SR,4
16367,MDU,MDU,SR,3
16368,MDU,MDU,SR,2
22535,MNM,MDU,SR,3
22536,MNM,MDU,SR,1
22613,MNM,MDU,SR,3
22614,MNM,MDU,SR,2
22535,PDKT,MDU,SR,2
22536,PDKT,MDU,SR,1
22535,PMK,MDU,SR,1
22536,PMK,MDU,SR,1
22535,RMD,MDU,SR,1
22536,RMD,MDU,SR,1
22613,RMD,MDU,SR,2
22614,RMD,MDU,SR,2
22535,RMM,MDU,SR,4
22536,RMM,MDU,SR,4
22613,RMM,MDU,SR,4
22614,RMM,MDU,SR,4
22536,SVGA,MDU,SR,2
16367,TEN,MDU,SR,2
16368,TEN,MDU,SR,2
16367,VPT,MDU,SR,2
16368,VPT,MDU,SR,3
22669,PGT,PGT,SR,5
22670,PGT,PGT,SR,1
03679,CBE,SA,SR,1
03680,CBE,SA,SR,3
22669,CBE,SA,SR,3
22670,CBE,SA,SR,1
03679,ED,SA,SR,2
03680,ED,SA,SR,1
16601,ED,SA,SR,4
16602,ED,SA,SR,4
22669,ED,SA,SR,1
22670,ED,SA,SR,2
03679,SA,SA,SR,4
03680,SA,SA,SR,5
16601,SA,SA,SR,5
16602,SA,SA,SR,4
22669,SA,SA,SR,5
22670,SA,SA,SR,4
03679,TUP,SA,SR,1
03680,TUP,SA,SR,2
22669,TUP,SA,SR,2
22670,TUP,SA,SR,1
16367,CDM,TPJ,SR,1
16368,CDM,TPJ,SR,1
22535,CDM,TPJ,SR,2
22536,CDM,TPJ,SR,2
16367,CUPJ,TPJ,SR,1
16368,CUPJ,TPJ,SR,1
22535,CUPJ,TPJ,SR,1
22536,CUPJ,TPJ,SR,3
16367,KMU,TPJ,SR,2
16368,KMU,TPJ,SR,2
22535,KMU,TPJ,SR,1
22536,KMU,TPJ,SR,1
22613,KMU,TPJ,SR,1
22614,KMU,TPJ,SR,1
16367,MV,TPJ,SR,1
16368,MV,TPJ,SR,1
22535,MV,TPJ,SR,4
22536,MV,TPJ,SR,5
22613,MV,TPJ,SR,1
22614,MV,TPJ,SR,2
16367,SY,TPJ,SR,1
16368,SY,TPJ,SR,1
22535,SY,TPJ,SR,1
22536,SY,TPJ,SR,1
22613,TDPR,TPJ,SR,1
22614,TDPR,TPJ,SR,1
16367,TJ,TPJ,SR,4
16368,TJ,TPJ,SR,1
22535,TJ,TPJ,SR,4
22536,TJ,TPJ,SR,3
22613,TJ,TPJ,SR,5
22614,TJ,TPJ,SR,1
16367,TPJ,TPJ,SR,1
16368,TPJ,TPJ,SR,3
22535,TPJ,TPJ,SR,5
22536,TPJ,TPJ,SR,6
22613,TPJ,TPJ,SR,4
22614,TPJ,TPJ,SR,5
16367,VM,TPJ,SR,1
16368,VM,TPJ,SR,5
22535,VM,TPJ,SR,4
22536,VM,TPJ,SR,2
22613,VM,TPJ,SR,4
22614,VM,TPJ,SR,1
22669,AWY,TVC,SR,3
22670,AWY,TVC,SR,1
22669,TCR,TVC,SR,2
22670,TCR,TVC,SR,1
22687,ASK,MYS,SWR,2
22688,ASK,MYS,SWR,1
22687,CTA,MYS,SWR,1
22688,CTA,MYS,SWR,1
22687,DRU,MYS,SWR,1
22688,DRU,MYS,SWR,1
12577,MYS,MYS,SWR,5
12578,MYS,MYS,SWR,5
22687,MYS,MYS,SWR,6
22688,MYS,MYS,SWR,5
12577,BNC,SBC,SWR,1
12578,BNC,SBC,SWR,2
03251,BWT,SBC,SWR,3
03252,BWT,SBC,SWR,4
03259,BWT,SBC,SWR,3
03260,BWT,SBC,SWR,4
12295,BWT,SBC,SWR,4
12296,BWT,SBC,SWR,3
12539,BWT,SBC,SWR,4
12540,BWT,SBC,SWR,3
22683,HUP,SBC,SWR,2
22684,HUP,SBC,SWR,3
12577,KGI,SBC,SWR,3
12578,KGI,SBC,SWR,2
22687,KGI,SBC,SWR,2
22688,KGI,SBC,SWR,3
06509,KJM,SBC,SWR,2
12295,KJM,SBC,SWR,2
12296,KJM,SBC,SWR,4
22351,KJM,SBC,SWR,4
22352,KJM,SBC,SWR,2
22353,KJM,SBC,SWR,4
22354,KJM,SBC,SWR,2
12295,KPN,SBC,SWR,1
12296,KPN,SBC,SWR,2
12577,MYA,SBC,SWR,2
12578,MYA,SBC,SWR,3
22687,MYA,SBC,SWR,3
22688,MYA,SBC,SWR,2
06509,SBC,SBC,SWR,2
06510,SBC,SBC,SWR,3
12577,SBC,SBC,SWR,5
12578,SBC,SBC,SWR,5
22687,SBC,SBC,SWR,9
22688,SBC,SBC,SWR,9
03251,SMVB,SBC,SWR,4
03252,SMVB,SBC,SWR,4
03259,SMVB,SBC,SWR,4
03260,SMVB,SBC,SWR,4
12295,SMVB,SBC,SWR,1
12296,SMVB,SBC,SWR,2
22351,SMVB,SBC,SWR,4
22352,SMVB,SBC,SWR,6
22353,SMVB,SBC,SWR,4
22354,SMVB,SBC,SWR,6
22687,TK,SBC,SWR,4
22688,TK,SBC,SWR,3
03242,WFD,SBC,SWR,2
03248,WFD,SBC,SWR,2
22683,YNK,SBC,SWR,2
22684,YNK,SBC,SWR,3
12539,YPR,SBC,SWR,1
12540,YPR,SBC,SWR,5
22683,YPR,SBC,SWR,3
22684,YPR,SBC,SWR,4
22687,YPR,SBC,SWR,3
22688,YPR,SBC,SWR,3
22687,BAY,UBL,SWR,2
22688,BAY,UBL,SWR,1
17323,BDM,UBL,SWR,1
17324,BDM,UBL,SWR,1
17323,BGK,UBL,SWR,2
17324,BGK,UBL,SWR,2
17323,BJP,UBL,SWR,2
17324,BJP,UBL,SWR,3
17323,GDG,UBL,SWR,1
17324,GDG,UBL,SWR,4
17323,LMT,UBL,SWR,3
17324,LMT,UBL,SWR,1
17323,UBL,UBL,SWR,3
17324,UBL,UBL,SWR,3
12741,VSG,UBL,SWR,1A
12742,VSG,UBL,SWR,2
08611,ASKN,BPL,WCR,1
08612,ASKN,BPL,WCR,3
18009,ASKN,BPL,WCR,1
18010,ASKN,BPL,WCR,2
19607,ASKN,BPL,WCR,1
19608,ASKN,BPL,WCR,2
20471,ASKN,BPL,WCR,2
20472,ASKN,BPL,WCR,1
20971,ASKN,BPL,WCR,2
20972,ASKN,BPL,WCR,1
11071,BAQ,BPL,WCR,1
11072,BAQ,BPL,WCR,3
11271,BAQ,BPL,WCR,3
11272,BAQ,BPL,WCR,1
11465,BAQ,BPL,WCR,1
11466,BAQ,BPL,WCR,3
12185,BAQ,BPL,WCR,1
12186,BAQ,BPL,WCR,3
15559,BAQ,BPL,WCR,3
15560,BAQ,BPL,WCR,1
18235,BAQ,BPL,WCR,1
18236,BAQ,BPL,WCR,4
22165,BAQ,BPL,WCR,1
22166,BAQ,BPL,WCR,3
22911,BAQ,BPL,WCR,1
22912,BAQ,BPL,WCR,3
02191,BHS,BPL,WCR,1
02192,BHS,BPL,WCR,3
11071,BHS,BPL,WCR,1
11072,BHS,BPL,WCR,3
11271,BHS,BPL,WCR,3
11272,BHS,BPL,WCR,1
11465,BHS,BPL,WCR,1
11466,BHS,BPL,WCR,3
11703,BHS,BPL,WCR,3
11704,BHS,BPL,WCR,2
12185,BHS,BPL,WCR,1
12186,BHS,BPL,WCR,3
13025,BHS,BPL,WCR,3
13026,BHS,BPL,WCR,1
15559,BHS,BPL,WCR,3
15560,BHS,BPL,WCR,1
18235,BHS,BPL,WCR,1
18236,BHS,BPL,WCR,3
19091,BHS,BPL,WCR,1
19092,BHS,BPL,WCR,3
19421,BHS,BPL,WCR,2
19422,BHS,BPL,WCR,3
19489,BHS,BPL,WCR,2
19490,BHS,BPL,WCR,3
22165,BHS,BPL,WCR,1
22166,BHS,BPL,WCR,3
22169,BHS,BPL,WCR,1
22170,BHS,BPL,WCR,3
22829,BHS,BPL,WCR,1
22830,BHS,BPL,WCR,3
22911,BHS,BPL,WCR,1
22912,BHS,BPL,WCR,3
02191,BINA,BPL,WCR,1
02192,BINA,BPL,WCR,1
05115,BINA,BPL,WCR,1
05116,BINA,BPL,WCR,1
05561,BINA,BPL,WCR,1
05562,BINA,BPL,WCR,1
11071,BINA,BPL,WCR,2
11072,BINA,BPL,WCR,1
11271,BINA,BPL,WCR,2
11272,BINA,BPL,WCR,1
11465,BINA,BPL,WCR,1
11466,BINA,BPL,WCR,2
11601,BINA,BPL,WCR,2
11602,BINA,BPL,WCR,2
11703,BINA,BPL,WCR,1
11704,BINA,BPL,WCR,1
12185,BINA,BPL,WCR,1
12186,BINA,BPL,WCR,1
13025,BINA,BPL,WCR,1
13026,BINA,BPL,WCR,1
15559,BINA,BPL,WCR,1
15560,BINA,BPL,WCR,1
18235,BINA,BPL,WCR,1
18236,BINA,BPL,WCR,1
19091,BINA,BPL,WCR,1
19092,BINA,BPL,WCR,1
19413,BINA,BPL,WCR,1
19414,BINA,BPL,WCR,1
19421,BINA,BPL,WCR,1
19422,BINA,BPL,WCR,1
19489,BINA,BPL,WCR,1
19490,BINA,BPL,WCR,1
22165,BINA,BPL,WCR,2
22166,BINA,BPL,WCR,1
22169,BINA,BPL,WCR,1
22170,BINA,BPL,WCR,1
22829,BINA,BPL,WCR,1
22830,BINA,BPL,WCR,1
22911,BINA,BPL,WCR,4
22912,BINA,BPL,WCR,1
61619,BINA,BPL,WCR,2
61620,BINA,BPL,WCR,3
13201,BPF,BPL,WCR,1
13202,BPF,BPL,WCR,2
15017,BPF,BPL,WCR,2
15018,BPF,BPL,WCR,1
01703,BPL,BPL,WCR,5
01704,BPL,BPL,WCR,4
11071,BPL,BPL,WCR,3
11072,BPL,BPL,WCR,1
11271,BPL,BPL,WCR,5
11272,BPL,BPL,WCR,6
11465,BPL,BPL,WCR,4
11466,BPL,BPL,WCR,4
12185,BPL,BPL,WCR,3
12186,BPL,BPL,WCR,1
13025,BPL,BPL,WCR,5
13026,BPL,BPL,WCR,5
18233,BPL,BPL,WCR,4
18234,BPL,BPL,WCR,4
18235,BPL,BPL,WCR,5
18236,BPL,BPL,WCR,5
22145,BPL,BPL,WCR,4
22146,BPL,BPL,WCR,5
22165,BPL,BPL,WCR,6
22166,BPL,BPL,WCR,5
22909,BPL,BPL,WCR,4
